"","main_intercept","Team","intercept","DeadlineInd","deadline_indicator","DeadlineDays","deadline_days","DeadlineInd:DeadlineDays","deadline_interaction","Back2BackHome","Back2BackAway","beforedeadline","atdeadline","predictedend","firstlinepredictedend","diffat0","diffat40"
"12",0.5453491,"h1a118nhl_2018_neat$HomeTeamEdmonton",-0.05236423,0,0,-5.085488e-06,-0.000287094,8.64043e-05,7.169198e-06,"-2.610415e-02"," 3.086512e-02",0.49298487,0.49298487,0.4850406304,0.48129769048,0,0.00374293991999997
"13",0.5453491,"h1a118nhl_2018_neat$HomeTeamFlorida",-0.02769619,0,0,-5.085488e-06,-0.0002105761,8.64043e-05,-0.0002764272,"-2.610415e-02"," 3.086512e-02",0.51765291,0.51765291,0.50142553048,0.50902644648,0,-0.00760091600000001
"14",0.5453491,"h1a118nhl_2018_neat$HomeTeamLosAngeles",-0.08890491,0,-0.02197585,-5.085488e-06,-0.0003327814,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.45644419,0.43446834,0.42440983648,0.44292951448,-0.02197585,-0.018519678
"15",0.5453491,"h1a118nhl_2018_neat$HomeTeamMinnesota",0,0,-0.004739618,-5.085488e-06,-0.0001245668,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.5453491,0.540609482,0.53887956248,0.54016300848,-0.004739618,-0.00128344599999997
"16",0.5453491,"h1a118nhl_2018_neat$HomeTeamMontreal",0,0,0,-5.085488e-06,0.0004266748,8.64043e-05,0.0003540204,"-2.610415e-02"," 3.086512e-02",0.5453491,0.5453491,0.57982966048,0.56221267248,0,0.017616988
"17",0.5453491,"h1a118nhl_2018_neat$HomeTeamNashville",0.04891604,0,0.01764399,-5.085488e-06,-0.0001349546,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.59426514,0.61190913,0.60976369848,0.58866353648,0.0176439900000001,0.0211001620000001
"18",0.5453491,"h1a118nhl_2018_neat$HomeTeamNewJersey",-0.09568961,0,-0.05253149,-5.085488e-06,-0.0006840277,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.44965949,0.397128,0.37301964448,0.42209496248,-0.05253149,-0.049075318
"19",0.5453491,"h1a118nhl_2018_neat$HomeTeamNYIslanders",0.008758177,0,0,-5.085488e-06,0.000674714,8.64043e-05,-0.0003744799,"-2.610415e-02"," 3.086512e-02",0.554107277,0.554107277,0.56936939348,0.58089241748,0,-0.011523024
"20",0.5453491,"h1a118nhl_2018_neat$HomeTeamNYRangers",-0.08960958,0,0,-5.085488e-06,0,8.64043e-05,-0.001070547,"-2.610415e-02"," 3.086512e-02",0.45573952,0.45573952,0.41617039248,0.45553610048,0,-0.039365708
"21",0.5453491,"h1a118nhl_2018_neat$HomeTeamOttawa",-0.1281319,0,-0.04784468,-5.085488e-06,0,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.4172172,0.36937252,0.37262527248,0.41701378048,-0.04784468,-0.0443885079999999
"22",0.5453491,"h1a118nhl_2018_neat$HomeTeamPhiladelphia",-0.02510995,0,0,-5.085488e-06,0,8.64043e-05,-0.0003952123,"-2.610415e-02"," 3.086512e-02",0.52023915,0.52023915,0.50768341048,0.52003573048,0,-0.01235232
"23",0.5453491,"h1a118nhl_2018_neat$HomeTeamPittsburgh",0.04228184,0,0,-5.085488e-06,-6.576615e-05,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.58763094,0.58763094,0.58825304648,0.58479687448,0,0.00345617200000004
"24",0.5453491,"h1a118nhl_2018_neat$HomeTeamSanJose",0.05698732,0,0.0140644,-5.085488e-06,0,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.60233642,0.61640082,0.61965357248,0.60213300048,0.0140644,0.017520572
"25",0.5453491,"h1a118nhl_2018_neat$HomeTeamSt.Louis",0,0,0.05786507,-5.085488e-06,0.0002089924,8.64043e-05,8.873893e-05,"-2.610415e-02"," 3.086512e-02",0.5453491,0.60321417,0.61837617568,0.55350537648,0.05786507,0.0648707992000001
"26",0.5453491,"h1a118nhl_2018_neat$HomeTeamTampaBay",0.1021252,0,0.0009158175,-5.085488e-06,0.0003355135,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.6474743,0.6483901175,0.66506340998,0.66069142048,0.000915817500000027,0.00437198950000006
"27",0.5453491,"h1a118nhl_2018_neat$HomeTeamToronto",0.07756961,0,0,-5.085488e-06,0.0002030142,8.64043e-05,-0.000446296,"-2.610415e-02"," 3.086512e-02",0.62291871,0.62291871,0.61644019048,0.63083585848,0,-0.014395668
"28",0.5453491,"h1a118nhl_2018_neat$HomeTeamVancouver",-0.06338148,0,-0.0284845,-5.085488e-06,0.0003897359,8.64043e-05,-0.000610782,"-2.610415e-02"," 3.086512e-02",0.48196762,0.45348312,0.44789402848,0.49735363648,-0.0284845,-0.049459608
"29",0.5453491,"h1a118nhl_2018_neat$HomeTeamVegas",0.06489397,0,0.01146193,-5.085488e-06,0.0002840446,8.64043e-05,-0.0005793102,"-2.610415e-02"," 3.086512e-02",0.61024307,0.621705,0.61314712848,0.62140143448,0.01146193,-0.00825430599999999
"30",0.5453491,"h1a118nhl_2018_neat$HomeTeamWashington",0.0266172,0,0.01146351,-5.085488e-06,5.608411e-05,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.5719663,0.58342981,0.58892592688,0.57400624488,0.01146351,0.0149196819999999
"31",0.5453491,"h1a118nhl_2018_neat$HomeTeamWinnipeg",0.03175596,0,-2.466093e-05,-5.085488e-06,-0.000168421,8.64043e-05,0.0003560149,"-2.610415e-02"," 3.086512e-02",0.57710506,0.57708039907,0.58783690755,0.57016480048,-2.46609299999756e-05,0.01767210707
